epoch,val_loss,epoch_sure_sn
1,4.062430,95.4
2,nan,106.6
3,nan,101.9
4,nan,102.6
5,nan,103.1
6,nan,105.3
7,nan,101.1
8,nan,108.3
9,nan,100.0
10,nan,101.0
11,nan,101.4
12,nan,101.8
13,nan,97.9
14,nan,103.2
15,nan,107.1
16,nan,107.5
17,nan,63.1
18,nan,58.3
19,nan,61.3
20,nan,56.8
21,nan,63.4
22,nan,64.3
23,nan,63.1
